6.39397,2.04489,-0.000652323
6.51545,2.05002,0.30798
6.98319,2.31372,0.309919
7.39695,2.43633,0.307326
7.97018,2.36745,0.309532
8.22182,2.55864,0.313149
8.60433,2.89942,0.312582
8.94495,2.83831,0.3128
9.96046,3.26715,0.293189
10.014,3.1407,0.314077
10.6116,3.24385,0.305078
11.0294,3.51038,0.304754
11.4637,3.52558,0.308163
12.024,3.87377,0.3047
12.6804,3.85421,0.298546
13.2056,4.03195,0.306183
13.2629,4.22583,0.303566
14.0771,4.16057,0.298537
14.8887,4.49718,0.289101
15.0018,4.6398,0.289101
15.6805,4.96447,0.295992
16.2639,5.13247,0.292139
17.0775,5.24903,0.279801
17.4456,5.48513,0.280995
17.838,5.41085,0.280977
18.6765,5.80733,0.270029
19.4023,5.82068,0.27075
19.9754,6.19441,0.268722
20.3366,6.09315,0.274779
21.2058,6.4827,0.262984
21.8105,6.51718,0.251722
22.5634,6.7657,0.251866
23.2893,6.81716,0.252447
23.7603,6.89496,0.251394
24.4718,7.2615,0.241168
25.1346,7.59567,0.243242
25.8886,7.72226,0.234759
26.5293,7.89109,0.241436
27.2256,8.08535,0.237122
27.7709,8.13221,0.232745
28.8614,8.21778,0.216342
29.606,8.33049,0.221334
30.5305,8.58617,0.210744
31.047,8.82779,0.218081
31.9366,9.05565,0.212616
32.6343,9.07943,0.207701
33.3578,9.13011,0.205978
33.8923,9.43228,0.208673
35.1398,9.65926,0.203748
35.7382,9.81427,0.194528
36.4313,10.1326,0.199264
37.4374,9.91965,0.194127
38.2227,10.4457,0.192573
39.1535,10.1966,0.192044
40.2448,10.3738,0.176973
40.7832,10.6238,0.190152
41.5516,10.9006,0.180025
42.4285,11.0715,0.176484
43.4595,11.1447,0.176281
44.4218,11.2389,0.167202
45.2031,11.6518,0.167991
45.8239,11.746,0.164734
47.3558,11.7661,0.157497
47.8683,11.8152,0.158946
49.1254,11.7915,0.155537
49.6833,12.2658,0.155688
50.7055,12.2254,0.150431
51.4482,12.6263,0.15224
52.5088,12.704,0.153308
53.8885,12.6008,0.144821
54.5001,12.9024,0.149749
55.5429,12.9127,0.138177
56.4777,13.1739,0.137515
57.4397,13.4868,0.136392
58.381,13.4365,0.13826
59.6669,13.5856,0.134513
60.517,13.7821,0.136891
61.3608,13.7225,0.130518
62.368,13.9871,0.124207
63.4198,13.9933,0.123944
64.3367,14.1376,0.136489
65.8122,14.2416,0.120129
66.6821,14.5283,0.114374
67.4639,14.4982,0.119949
68.69,14.7124,0.110659
69.835,14.53,0.109975
70.8688,14.7245,0.114558
71.8511,15.0682,0.102801
72.8983,15.2701,0.114121
74.3284,15.1688,0.105014
75.3482,15.3467,0.105091
76.4036,15.6659,0.103193
77.6357,15.6729,0.0958703
78.5504,15.6865,0.0955471
79.2947,15.9794,0.100571
80.7248,15.7631,0.0937667
81.7995,15.8374,0.0849845
82.8578,16.1144,0.0899817
84.207,16.2027,0.089044
85.3392,16.3653,0.0815731
86.2061,16.5026,0.0799138
87.2564,16.4124,0.0850437
88.6656,16.6092,0.0901514
90.1437,16.7476,0.083519
91.1829,16.8073,0.0812171
92.184,17.2267,0.076823
93.4763,16.8672,0.0789055
94.6807,17.0775,0.0686216
95.4209,16.7948,0.0676357
96.7287,17.2038,0.0747606
98.1512,17.3059,0.0627301
98.8398,17.5667,0.0768009
100.187,17.6207,0.0746216
101.191,17.2387,0.0718696
102.542,17.7208,0.0808104
103.804,17.76,0.0779944
105.291,17.8655,0.0764068
106.333,17.891,0.0782413
107.733,17.9556,0.0693359
108.615,18.1757,0.0762443
110.022,18.3777,0.0773989
111.032,18.391,0.0651085
112.195,18.1725,0.073826
113.579,18.5045,0.0694295
114.688,18.7288,0.0671454
115.784,18.4867,0.076774
117.239,18.6971,0.0674245
118.297,18.8395,0.0713617
119.692,19.0151,0.063562
120.724,19.0011,0.0647688
122.104,18.9309,0.0720269
123.25,19.2872,0.0642696
124.635,19.0824,0.0515108
125.618,19.4253,0.0680726
126.968,19.525,0.063498
128.208,19.5561,0.0742896
129.571,19.7788,0.0661596
130.477,19.5919,0.0699214
131.886,19.9675,0.0645735
133.238,19.6628,0.0655158
134.401,19.8333,0.0696494
135.755,20.124,0.0765066
136.948,19.9854,0.0776754
138.222,20.2602,0.0750984
139.325,20.5399,0.0760802
140.561,20.5493,0.0796763
142.182,20.4873,0.0779526
143.109,20.6667,0.0830643
144.691,20.3564,0.0840359
146.135,20.6727,0.0831694
147.073,21.0667,0.0816095
148.225,21.1343,0.0807176
149.593,21.104,0.0886175
150.66,20.989,0.0944177
152.067,21.3511,0.0851429
153.35,21.4744,0.0851516
154.554,21.7138,0.0811549
155.906,21.6016,0.0792809
157.204,21.6996,0.0756683
158.356,21.7534,0.0785328
159.907,22.0352,0.074979
161.078,22.0008,0.0777522
162.304,22.1016,0.0839599
163.567,22.434,0.0802965
164.996,22.2819,0.0753819
166.293,22.3937,0.0752906
167.124,22.4492,0.0807338
168.601,22.6999,0.0855843
170.075,22.609,0.0762714
171.267,22.7218,0.0774162
172.644,22.8793,0.0702379
173.938,23.0609,0.0785861
175.248,23.0481,0.0771334
176.172,23.0732,0.0827613
177.841,23.3118,0.0750656
179.142,23.4669,0.0684401
180.671,23.5202,0.0746419
181.833,23.5072,0.0765555
183.05,23.6505,0.0818375
184.532,23.8468,0.0750778
185.65,23.8537,0.0767346
186.841,24.2125,0.0752831
188.083,24.3143,0.0768261
189.363,24.3747,0.0772372
190.836,24.2824,0.0710154
192.313,24.5326,0.0704611
193.652,24.6224,0.0670885
194.699,24.5527,0.0734112
196.101,24.7258,0.0720653
197.438,24.8365,0.0722041
198.788,24.9553,0.0800714
200.009,24.9939,0.0747494
201.77,25.1763,0.0771112
202.731,25.2423,0.0707147
204.306,25.2362,0.0838889
205.517,25.3514,0.0730237
207.037,25.6854,0.0732173
208.416,25.5494,0.074287
209.713,25.8845,0.0726024
210.95,25.9272,0.0700056
212.512,25.7761,0.0742817
213.82,26.082,0.0754444
215.173,26.1987,0.0759331
216.324,26.209,0.0774199
217.575,26.3597,0.074456
219.205,26.4712,0.0721983
220.356,26.7031,0.0743445
221.622,26.5169,0.0691337
222.696,26.6805,0.0739124
223.984,26.5628,0.0806915
225.675,26.6919,0.0734137
226.859,26.7512,0.0722418
228.264,27.2656,0.0691795
229.283,27.2398,0.0702058
230.708,27.2095,0.0671496
231.851,27.2867,0.0754709
233.067,27.3188,0.0754637
234.558,27.4413,0.0727796
235.538,27.7233,0.0729896
236.778,27.8296,0.0663324
237.971,27.689,0.0815509
239.077,27.7944,0.0759788
240.225,27.8441,0.0682566
241.427,27.9371,0.0808228
242.595,28.0093,0.0740515
243.98,28.0534,0.0660314
245.092,28.2889,0.0691976
245.946,28.4456,0.0687777
247.005,28.5883,0.0645929
248.206,28.5605,0.0592143
249.403,28.4284,0.0611004
250.217,28.732,0.0645061
251.121,28.6409,0.054422
252.295,28.7814,0.0418023
253.338,28.749,0.0304865
254.001,28.55,0.0331391
254.975,28.7169,0.0249252
255.034,28.655,0.0091755
255.643,28.3331,6.28198
256.746,29.0059,6.25233
257.481,28.422,6.24587
258.339,28.5122,6.2316
259.04,28.4981,6.20637
259.978,28.289,6.19133
260.33,28.0082,6.17078
261.565,28.0811,6.14078
262.048,28.0542,6.10558
263.193,27.8797,6.0737
263.739,27.6218,6.0604
264.356,27.3998,6.02891
265.096,27.3301,5.9993
265.669,26.9236,5.96682
266.568,26.7095,5.92298
267.134,26.4517,5.90607
267.878,25.9597,5.87289
268.489,25.7824,5.83584
269.01,25.3302,5.79757
269.8,25.1455,5.77659
270.3,24.8072,5.74682
270.834,24.332,5.71176
271.435,23.9436,5.67796
272.079,23.3045,5.64687
272.238,23.0342,5.62294
273.13,22.508,5.57982
273.618,21.7421,5.55005
273.906,21.507,5.52583
274.448,20.9664,5.48585
274.742,20.3632,5.45264
275.333,19.9338,5.42295
275.83,19.327,5.38956
276.277,18.7832,5.36154
276.632,18.0868,5.33266
277.164,17.3985,5.29119
277.507,16.4884,5.26201
277.725,16.5441,5.23552
278.037,15.6087,5.20726
278.319,14.8012,5.17304
278.809,14.2337,5.13377
278.89,13.8211,5.11389
278.954,12.7674,5.0774
279.111,12.2514,5.04576
279.451,11.5249,5.00393
279.611,10.851,4.97059
279.812,10.0884,4.93914
280.042,9.36418,4.89187
279.946,8.54844,4.8674
279.978,7.8263,4.83337
279.871,7.05564,4.80825
280.056,6.17268,4.778
280.066,5.71121,4.73987
279.911,4.67121,4.70501
279.983,4.18425,4.68
279.941,3.38874,4.64521
279.637,2.57948,4.61713
279.769,1.75076,4.58043
279.709,1.04045,4.55781
279.516,0.182638,4.5252
279.387,-0.495921,4.49764
279.209,-0.965592,4.46359
278.939,-1.86067,4.4306
278.396,-2.83133,4.39393
278.026,-3.60827,4.366
277.882,-4.10989,4.33417
277.64,-4.81468,4.31235
277.392,-5.62774,4.2761
276.843,-6.04942,4.24238
276.304,-6.8508,4.21485
276.124,-7.60431,4.18244
275.672,-8.18709,4.15738
275.049,-8.91998,4.1254
275.066,-9.65025,4.11465
274.52,-10.0903,4.08025
273.269,-10.7947,4.04079
273.265,-11.5805,4.0234
272.575,-12.1466,3.99795
271.99,-12.5561,3.96894
271.509,-13.3474,3.93808
270.774,-13.7464,3.89872
270.19,-14.4508,3.87349
269.385,-14.932,3.83401
268.854,-15.521,3.80407
268.144,-15.8014,3.77102
267.342,-16.3207,3.7359
266.601,-16.9638,3.70494
265.643,-17.1765,3.66375
265.042,-17.5772,3.63063
264.497,-18.0768,3.61003
263.861,-18.1733,3.578
262.607,-18.2278,3.52968
261.888,-18.7517,3.49021
261.245,-19.0357,3.45609
260.465,-19.1799,3.41424
259.327,-19.1797,3.37528
258.448,-19.3539,3.34333
257.954,-19.4034,3.30762
256.835,-19.5218,3.2712
255.864,-19.6542,3.23438
255.124,-19.8188,3.20495
254.39,-19.7435,3.1656
253.486,-19.5447,3.13283
252.348,-19.5776,3.0978
251.661,-19.415,3.07025
250.819,-19.3157,3.04023
249.755,-19.468,3.01983
249.048,-19.1149,3.00014
247.917,-18.7989,2.97992
247.206,-18.5041,2.96323
246.191,-18.7518,2.94781
245.313,-18.4733,2.93584
244.159,-18.1557,2.92152
243.785,-17.8471,2.91901
242.577,-17.7379,2.90831
241.847,-17.6604,2.91617
240.89,-17.5256,2.91289
239.991,-17.2978,2.9113
238.989,-16.9162,2.89898
238.503,-16.7499,2.90931
237.147,-16.3491,2.90661
236.241,-16.1297,2.90241
235.211,-16.0239,2.90106
234.308,-15.9037,2.90195
233.49,-15.745,2.90151
232.962,-15.3051,2.90709
231.36,-14.9714,2.89626
230.441,-14.709,2.9077
229.494,-14.4666,2.90975
228.526,-14.3597,2.91294
227.708,-14.0821,2.91403
226.554,-14.1592,2.91979
225.727,-13.6504,2.91989
224.974,-13.3614,2.92676
223.832,-13.2755,2.92985
222.974,-12.9441,2.93786
221.905,-12.7807,2.94844
220.942,-12.5726,2.94653
219.82,-12.4129,2.95114
218.838,-12.5235,2.95319
217.747,-12.1942,2.97058
216.607,-12.1291,2.97506
215.701,-11.8533,2.98455
214.595,-11.7724,2.99671
213.516,-11.4199,3.0062
212.482,-11.5377,3.00463
211.519,-11.3353,3.02313
210.207,-11.2326,3.02716
209.122,-10.7381,3.03585
208.132,-10.8454,3.0498
207.549,-10.533,3.06215
206.352,-10.488,3.06981
205.077,-10.5053,3.07826
203.898,-10.5175,3.0752
202.632,-10.7806,3.08835
201.59,-10.3398,3.09147
200.584,-10.2834,3.10164
199.53,-10.3892,3.1005
198.05,-10.4653,3.10417
197.265,-10.3226,3.12014
196.146,-10.3107,3.11479
195.019,-10.4877,3.12924
193.92,-10.1778,3.13971
192.868,-10.3949,3.14394
191.601,-10.3956,3.15166
190.543,-10.6266,3.15645
189.425,-10.1499,3.16408
188.034,-10.5063,3.16222
187.085,-10.4008,3.17326
186.059,-10.3929,3.18335
184.703,-10.5243,3.18048
183.404,-10.5676,3.18834
182.339,-10.7759,3.19119
181.252,-10.7519,3.19786
180.331,-10.8551,3.20916
178.837,-10.9602,3.20714
177.762,-10.9141,3.21444
176.499,-11.0369,3.21791
175.524,-10.8918,3.22452
174.385,-11.2824,3.22767
173.15,-11.2483,3.23751
171.854,-11.5535,3.23872
171.15,-11.7656,3.24747
169.819,-11.9816,3.25446
168.693,-11.9484,3.26158
167.748,-12.1395,3.26043
166.425,-12.1638,3.27133
165.326,-12.3458,3.27147
163.92,-12.5302,3.27055
163.4,-12.6201,3.29142
161.987,-12.9382,3.28932
160.826,-12.9036,3.29518
159.715,-13.0648,3.30011
158.567,-13.6116,3.30241
157.391,-13.621,3.30429
156.466,-13.7982,3.31459
155.125,-13.9759,3.32154
154.563,-14.29,3.3245
153.041,-14.3522,3.32526
152.056,-14.6254,3.33079
150.836,-14.876,3.33429
149.737,-15.2401,3.33984
148.553,-15.2194,3.34263
147.287,-15.3635,3.34231
146.374,-15.7244,3.35723
145.207,-15.8806,3.34507
143.916,-16.3504,3.35487
143.125,-16.4176,3.35404
141.834,-16.7484,3.35835
140.919,-16.6667,3.36223
139.688,-17.0537,3.36153
138.815,-17.3363,3.36984
137.522,-17.7395,3.37357
136.461,-17.9158,3.36459
135.441,-18.382,3.36504
134.27,-18.7007,3.37095
133.051,-18.6224,3.3716
132.024,-19.0471,3.37992
130.999,-19.1957,3.36959
129.899,-19.6541,3.37856
128.769,-19.7134,3.37991
127.772,-19.9252,3.3761
126.534,-20.1985,3.37871
125.373,-20.6523,3.37817
124.515,-20.9508,3.3863
123.671,-21.1584,3.38864
122.47,-21.572,3.39451
121.331,-21.6723,3.38638
120.217,-22.0977,3.38714
119.381,-22.5489,3.40578
117.844,-22.5976,3.39549
117.193,-22.6692,3.4032
116.271,-23.3128,3.407
114.813,-23.479,3.40306
114.109,-23.5608,3.41291
112.894,-24.0624,3.40891
111.961,-24.1446,3.42562
110.916,-24.3926,3.43343
109.943,-24.7758,3.41976
108.571,-25.1071,3.43303
107.92,-25.5318,3.44599
106.777,-25.6976,3.4474
105.846,-26.046,3.44104
104.987,-26.6193,3.45017
103.856,-26.5411,3.46809
